Movie_Title,Director,Actors,Total_Gross,main_genre,budget,genres,id,imdb_id,original_language,original_title,revenue
Skyfall,Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench",$304.36M,Action,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",37724,tt1074638,en,Skyfall,1108561013.0
The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",$93.62M,Action,25000000,"[{'id': 18, 'name': 'Drama'}]",45317,tt0964517,en,The Fighter,93617009.0
Taken,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",$145.00M,Action,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",8681,tt0936501,en,Taken,226830568.0
Taken,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser",$145.00M,Action,0,"[{'id': 878, 'name': 'Science Fiction'}]",150004,tt0289830,en,Taken,0.0
Drive,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",$35.06M,Action,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",64690,tt0780504,en,Drive,78054825.0
Drive,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",$35.06M,Action,3500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",25571,tt0116147,en,Drive,0.0
Avatar,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",$760.51M,Action,237000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",19995,tt0499549,en,Avatar,2787965087.0
Apocalypto,Mel Gibson,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood",$50.87M,Action,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1579,tt0472043,en,Apocalypto,120175290.0
Hot Fuzz,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy",$23.64M,Action,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4638,tt0425112,en,Hot Fuzz,80573774.0
Serenity,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk",$25.51M,Action,39000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",16320,tt0379786,en,Serenity,38869464.0
Serenity,Steven Knight,"Matthew McConaughey, Anne Hathaway, Diane Lane, Jason Clarke",$8.55M,Drama,39000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",16320,tt0379786,en,Serenity,38869464.0
The Last Samurai,Edward Zwick,"Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton",$111.11M,Action,140000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",616,tt0325710,en,The Last Samurai,456758981.0
The Fugitive,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",$183.88M,Action,44000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5503,tt0106977,en,The Fugitive,368875760.0
The Fugitive,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",$183.88M,Action,0,"[{'id': 37, 'name': 'Western'}]",37368,tt0039402,en,The Fugitive,0.0
Batman: Mask of the Phantasm,"Directors:Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Eric Radomski, Bruce Timm","Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach",$5.62M,Animation,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",14919,tt0106364,en,Batman: Mask of the Phantasm,5617391.0
Predator,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo",$59.74M,Action,18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",106,tt0093773,en,Predator,98235548.0
Ghostbusters,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",$238.63M,Action,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",620,tt0087332,en,Ghostbusters,295212467.0
Ghostbusters,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",$238.63M,Action,144000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",43074,tt1289401,en,Ghostbusters,229147509.0
Ghostbusters,Paul Feig,"Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones",$128.34M,Action,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",620,tt0087332,en,Ghostbusters,295212467.0
Ghostbusters,Paul Feig,"Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones",$128.34M,Action,144000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",43074,tt1289401,en,Ghostbusters,229147509.0
"Aguirre, der Zorn Gottes",Werner Herzog,"Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro",Gross Unkown,Action,92000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2000,tt0068182,de,"Aguirre, der Zorn Gottes",0.0
Kubo and the Two Strings,Travis Knight,"Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes",$48.02M,Animation,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",313297,tt4302938,en,Kubo and the Two Strings,69929545.0
Kingsman: The Secret Service,Matthew Vaughn,"Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine",$128.26M,Action,81000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",207703,tt2802144,en,Kingsman: The Secret Service,414351546.0
The Lego Movie,"Directors:Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",$257.76M,Animation,60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",137106,tt1490017,en,The Lego Movie,469160692.0
Star Trek Into Darkness,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch",$228.78M,Action,190000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",54138,tt1408101,en,Star Trek Into Darkness,467365246.0
3:10 to Yuma,James Mangold,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman",$53.61M,Action,0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",14168,tt0050086,en,3:10 to Yuma,0.0
3:10 to Yuma,James Mangold,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman",$53.61M,Action,55000000,"[{'id': 37, 'name': 'Western'}]",5176,tt0381849,en,3:10 to Yuma,70016220.0
The Bourne Supremacy,Paul Greengrass,"Matt Damon, Franka Potente, Joan Allen, Brian Cox",$176.24M,Action,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2502,tt0372183,en,The Bourne Supremacy,288500217.0
Man on Fire,Tony Scott,"Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell",$77.91M,Action,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9509,tt0328107,en,Man on Fire,130293714.0
Man on Fire,Tony Scott,"Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell",$77.91M,Action,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",49712,tt0093489,en,Man on Fire,0.0
Black Hawk Down,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",$108.64M,Action,92000000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",855,tt0265086,en,Black Hawk Down,172989651.0
The Count of Monte Cristo,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc",$54.23M,Action,35000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11362,tt0245844,en,The Count of Monte Cristo,75395048.0
The Count of Monte Cristo,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc",$54.23M,Action,0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",43691,tt0025004,en,The Count of Monte Cristo,0.0
Minority Report,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow",$132.07M,Action,102000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",180,tt0181689,en,Minority Report,358372926.0
The Boondock Saints,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco",$0.03M,Action,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8374,tt0144117,en,The Boondock Saints,30471.0
Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger",$76.63M,Action,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2034,tt0139654,en,Training Day,104876233.0
Lola rennt,Tom Tykwer,"Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri",$7.27M,Action,1530000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",104,tt0130827,de,Lola rennt,7267585.0
The Last of the Mohicans,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig",$75.51M,Action,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",9361,tt0104691,en,The Last of the Mohicans,75505856.0
The Last of the Mohicans,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig",$75.51M,Action,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",71065,tt0011387,en,The Last of the Mohicans,0.0
The Last of the Mohicans,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig",$75.51M,Action,0,"[{'id': 37, 'name': 'Western'}]",23108,tt0027869,en,The Last of the Mohicans,0.0
Star Trek II: The Wrath of Khan,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",$78.91M,Action,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",154,tt0084726,en,Star Trek II: The Wrath of Khan,96800000.0
First Blood,Ted Kotcheff,"Sylvester Stallone, Brian Dennehy, Richard Crenna, Bill McKinney",$47.21M,Action,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1368,tt0083944,en,First Blood,125212904.0
Badlands,Terrence Malick,"Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri",Gross Unkown,Action,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",3133,tt0069762,en,Badlands,0.0
The French Connection,William Friedkin,"Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco",$15.63M,Action,1800000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1051,tt0067116,en,The French Connection,41158757.0
Dirty Harry,"Directors:Don Siegel, Clint Eastwood","Clint Eastwood, Andrew Robinson, Harry Guardino, Reni Santoni",$35.90M,Action,4000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",984,tt0066999,en,Dirty Harry,35976000.0
The Dirty Dozen,Robert Aldrich,"Lee Marvin, Ernest Borgnine, Charles Bronson, John Cassavetes",$45.30M,Action,5400000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1654,tt0061578,en,The Dirty Dozen,45300000.0
Bonnie and Clyde,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman",Gross Unkown,Action,2500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",475,tt0061418,en,Bonnie and Clyde,50700000.0
Goldfinger,Guy Hamilton,"Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton",$51.08M,Action,2500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",658,tt0058150,en,Goldfinger,124881062.0
The Longest Day,"Directors:Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck","John Wayne, Robert Ryan, Richard Burton, Henry Fonda",$39.10M,Action,10000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",9289,tt0056197,en,The Longest Day,50100000.0
The Magnificent Seven,John Sturges,"Yul Brynner, Steve McQueen, Charles Bronson, Eli Wallach",$4.91M,Action,2000000,"[{'id': 37, 'name': 'Western'}]",966,tt0054047,en,The Magnificent Seven,4905000.0
The Magnificent Seven,John Sturges,"Yul Brynner, Steve McQueen, Charles Bronson, Eli Wallach",$4.91M,Action,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",333484,tt2404435,en,The Magnificent Seven,162360636.0
The Magnificent Seven,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",$93.43M,Action,2000000,"[{'id': 37, 'name': 'Western'}]",966,tt0054047,en,The Magnificent Seven,4905000.0
The Magnificent Seven,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",$93.43M,Action,90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",333484,tt2404435,en,The Magnificent Seven,162360636.0
Key Largo,John Huston,"Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore",Gross Unkown,Action,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11016,tt0040506,en,Key Largo,0.0
Scarface,"Directors:Howard Hawks, Richard Rosson","Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins",Gross Unkown,Action,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",111,tt0086250,en,Scarface,65884703.0
Scarface,"Directors:Howard Hawks, Richard Rosson","Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins",Gross Unkown,Action,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",877,tt0023427,en,Scarface,600000.0
Scarface,Brian De Palma,"Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio",$45.60M,Crime,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",111,tt0086250,en,Scarface,65884703.0
Scarface,Brian De Palma,"Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio",$45.60M,Crime,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",877,tt0023427,en,Scarface,600000.0
Ludo,Anurag Basu,"Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh",Gross Unkown,Action,0,"[{'id': 27, 'name': 'Horror'}]",349138,tt3724898,en,Ludo,0.0
Guardians of the Galaxy Vol. 2,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",$389.81M,Action,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",283995,tt3896198,en,Guardians of the Galaxy Vol. 2,863416141.0
Baby Driver,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González",$107.83M,Action,34000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",339403,tt3890160,en,Baby Driver,224511319.0
Sicario,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",$46.89M,Action,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",273481,tt3397884,en,Sicario,84025816.0
Sicario,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",$46.89M,Action,0,[],95700,tt0111181,es,Sicario,0.0
Creed,Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",$109.77M,Action,37000000,"[{'id': 18, 'name': 'Drama'}]",312221,tt3076658,en,Creed,173567581.0
Dawn of the Planet of the Apes,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee",$208.55M,Action,170000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",119450,tt2103281,en,Dawn of the Planet of the Apes,710644566.0
El cuerpo,Oriol Paulo,"Jose Coronado, Hugo Silva, Belén Rueda, Aura Garrido",Gross Unkown,Action,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",111083,tt1937149,es,El cuerpo,0.0
Serbuan maut,Gareth Evans,"Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah",$4.11M,Action,1100000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",94329,tt1899353,id,Serbuan maut,4105187.0
End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",$41.00M,Action,7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",77016,tt1855199,en,End of Watch,48126384.0
Rise of the Planet of the Apes,Rupert Wyatt,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval",$176.76M,Action,93000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",61791,tt1318514,en,Rise of the Planet of the Apes,482860185.0
Kick-Ass,Matthew Vaughn,"Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown",$48.07M,Action,28000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",23483,tt1250777,en,Kick-Ass,96188903.0
Celda 211,Daniel Monzón,"Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón",Gross Unkown,Action,5700000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",33273,tt1242422,es,Celda 211,19300483.0
Zombieland,Ruben Fleischer,"Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin",$75.59M,Action,23600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",19908,tt1156398,en,Zombieland,102391382.0
Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",$209.03M,Action,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",10528,tt0988045,en,Sherlock Holmes,524028679.0
Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",$209.03M,Action,1000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",33555,tt1522835,en,Sherlock Holmes,0.0
Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",$209.03M,Action,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",53800,tt0013597,en,Sherlock Holmes,0.0
Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",$209.03M,Action,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",342831,tt0007338,en,Sherlock Holmes,0.0
United 93,Paul Greengrass,"David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson",$31.57M,Action,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",9829,tt0475276,en,United 93,76286096.0
Kung Fu Panda,"Directors:Mark Osborne, John Stevenson","Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman",$215.43M,Animation,130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",9502,tt0441773,en,Kung Fu Panda,631744560.0
Harry Potter and the Half-Blood Prince,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",$301.96M,Action,250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",767,tt0417741,en,Harry Potter and the Half-Blood Prince,933959197.0
300,Zack Snyder,"Gerard Butler, Lena Headey, David Wenham, Dominic West",$210.61M,Action,65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1271,tt0416449,en,300,422610419.0
Watchmen,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman",$107.51M,Action,130000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",13183,tt0409459,en,Watchmen,185258983.0
Enemy at the Gates,Jean-Jacques Annaud,"Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz",$51.40M,Action,68000000,"[{'id': 10752, 'name': 'War'}]",853,tt0215750,en,Enemy at the Gates,96976270.0
