director_name,actor_2_name,gross,genres_x,actor_1_name,movie_title,budget_x,imdb_score,budget_y,genres_y,id,imdb_id,original_language,original_title,revenue
Baz Luhrmann,Elizabeth Debicki,144812796.0,Drama|Romance,Leonardo DiCaprio,The Great Gatsby,105000000.0,7.3,6500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11034,tt0071577,en,The Great Gatsby,26533200.0
Baz Luhrmann,Elizabeth Debicki,144812796.0,Drama|Romance,Leonardo DiCaprio,The Great Gatsby,105000000.0,7.3,0,"[{'id': 18, 'name': 'Drama'}]",80890,tt0041428,en,The Great Gatsby,0.0
Baz Luhrmann,Elizabeth Debicki,144812796.0,Drama|Romance,Leonardo DiCaprio,The Great Gatsby,105000000.0,7.3,105000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",64682,tt1343092,en,The Great Gatsby,351040419.0
Baz Luhrmann,Elizabeth Debicki,144812796.0,Drama|Romance,Leonardo DiCaprio,The Great Gatsby,105000000.0,7.3,0,"[{'id': 18, 'name': 'Drama'}]",262176,tt0016938,en,The Great Gatsby,0.0
Mike Newell,Richard Coyle,90755643.0,Action|Adventure|Fantasy|Romance,Jake Gyllenhaal,Prince of Persia: The Sands of Time,200000000.0,6.6,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",9543,tt0473075,en,Prince of Persia: The Sands of Time,335154643.0
Guillermo del Toro,Clifton Collins Jr.,101785482.0,Action|Adventure|Sci-Fi,Charlie Hunnam,Pacific Rim,190000000.0,7.0,180000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",68726,tt1663662,en,Pacific Rim,407602906.0
Michael Bay,Lester Speight,352358779.0,Action|Adventure|Sci-Fi,Glenn Morshower,Transformers: Dark of the Moon,195000000.0,6.3,195000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",38356,tt1399103,en,Transformers: Dark of the Moon,1123746996.0
Steven Spielberg,Ray Winstone,317011114.0,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,6.2,185000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",217,tt0367882,en,Indiana Jones and the Kingdom of the Crystal Skull,786636033.0
Peter Sohn,Jack McGraw,123070338.0,Adventure|Animation|Comedy|Family|Fantasy,A.J. Buckley,The Good Dinosaur,,6.8,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",105864,tt1979388,en,The Good Dinosaur,331926147.0
Mark Andrews,John Ratzenberger,237282182.0,Adventure|Animation|Comedy|Family|Fantasy,Kelly Macdonald,Brave,185000000.0,7.2,185000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",62177,tt1217209,en,Brave,538983207.0
Mark Andrews,John Ratzenberger,237282182.0,Adventure|Animation|Comedy|Family|Fantasy,Kelly Macdonald,Brave,185000000.0,7.2,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",29395,tt0109331,en,Brave,0.0
Justin Lin,Melissa Roxburgh,130468626.0,Action|Adventure|Sci-Fi|Thriller,Sofia Boutella,Star Trek Beyond,185000000.0,7.5,185000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",188927,tt2660888,en,Star Trek Beyond,343471816.0
Andrew Stanton,Fred Willard,223806889.0,Adventure|Animation|Family|Sci-Fi,John Ratzenberger,WALL·E,180000000.0,8.4,180000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10681,tt0910970,en,WALL·E,521311860.0
Brett Ratner,Dana Ivey,140080850.0,Action|Comedy|Crime|Thriller,Tzi Ma,Rush Hour 3,140000000.0,6.2,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5174,tt0293564,en,Rush Hour 3,258022233.0
Roland Emmerich,Liam James,166112167.0,Action|Adventure|Sci-Fi,Oliver Platt,2012,200000000.0,5.8,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",14161,tt1190080,en,2012,769653595.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",25842,tt0029992,en,A Christmas Carol,0.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]",13189,tt0087056,en,A Christmas Carol,0.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",17979,tt1067106,en,A Christmas Carol,325233863.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",16716,tt0216621,en,A Christmas Carol,0.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",45697,tt0188504,en,A Christmas Carol,0.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,0,"[{'id': 16, 'name': 'Animation'}]",47257,tt0112668,en,A Christmas Carol,0.0
Robert Zemeckis,Colin Firth,137850096.0,Animation|Drama|Family|Fantasy,Robin Wright,A Christmas Carol,200000000.0,6.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",28769,tt0406649,en,A Christmas Carol,0.0
Lana Wachowski,Mila Kunis,47375327.0,Action|Adventure|Sci-Fi,Channing Tatum,Jupiter Ascending,176000000.0,5.4,176000003,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",76757,tt1617661,en,Jupiter Ascending,183987723.0
David Yates,Alexander Skarsgård,124051759.0,Action|Adventure|Drama|Romance,Christoph Waltz,The Legend of Tarzan,180000000.0,6.6,180000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",258489,tt0918940,en,The Legend of Tarzan,356743061.0
David Yates,Alexander Skarsgård,124051759.0,Action|Adventure|Drama|Romance,Christoph Waltz,The Legend of Tarzan,180000000.0,6.6,180000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",258489,tt0918940,en,The Legend of Tarzan,356743061.0
Andrew Adamson,Kiran Shah,291709845.0,Adventure|Family|Fantasy,Jim Broadbent,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,6.9,180000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",411,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",748806957.0
Bryan Singer,Michael Fassbender,154985087.0,Action|Adventure|Sci-Fi,Jennifer Lawrence,X-Men: Apocalypse,178000000.0,7.3,178000000,"[{'id': 878, 'name': 'Science Fiction'}]",246655,tt3385516,en,X-Men: Apocalypse,543934787.0
Christopher Nolan,Heath Ledger,533316061.0,Action|Crime|Drama|Thriller,Christian Bale,The Dark Knight,185000000.0,9.0,185000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",155,tt0468569,en,The Dark Knight,1004558444.0
Christopher Nolan,Heath Ledger,533316061.0,Action|Crime|Drama|Thriller,Christian Bale,The Dark Knight,185000000.0,9.0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",72003,tt2258647,en,The Dark Knight,0.0
Pete Docter,Delroy Lindo,292979556.0,Adventure|Animation|Comedy|Family,John Ratzenberger,Up,175000000.0,8.3,175000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",14160,tt1049413,en,Up,735099082.0
Jon Favreau,Jeff Bridges,318298180.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man,140000000.0,7.9,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1726,tt0371746,en,Iron Man,585174222.0
Jon Favreau,Jeff Bridges,318298180.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man,140000000.0,7.9,0,"[{'id': 18, 'name': 'Drama'}]",69592,tt0043678,en,Iron Man,0.0
Jon Favreau,Jeff Bridges,318298180.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man,140000000.0,7.9,0,"[{'id': 18, 'name': 'Drama'}]",194310,tt0022002,en,Iron Man,0.0
Martin Scorsese,Christopher Lee,73820094.0,Adventure|Drama|Family|Mystery,Chloë Grace Moretz,Hugo,170000000.0,7.5,170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",44826,tt0970179,en,Hugo,185770160.0
Barry Sonnenfeld,Salma Hayek,113745408.0,Action|Comedy|Sci-Fi|Western,Will Smith,Wild Wild West,170000000.0,4.8,170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}]",8487,tt0120891,en,Wild Wild West,222104681.0
Rob Cohen,Brendan Fraser,102176165.0,Action|Adventure|Fantasy|Horror|Thriller,Jet Li,The Mummy: Tomb of the Dragon Emperor,145000000.0,5.2,145000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",1735,tt0859163,en,The Mummy: Tomb of the Dragon Emperor,401128639.0
David Ayer,Robin Atkin Downes,161087183.0,Action|Adventure|Comedy|Sci-Fi,Will Smith,Suicide Squad,175000000.0,6.9,175000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",297761,tt1386697,en,Suicide Squad,745600054.0
Tom Shadyac,Morgan Freeman,100289690.0,Comedy|Family|Fantasy,Jimmy Bennett,Evan Almighty,175000000.0,5.4,175000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2698,tt0413099,en,Evan Almighty,173000000.0
Doug Liman,Lara Pulver,100189501.0,Action|Adventure|Sci-Fi,Tom Cruise,Edge of Tomorrow,178000000.0,7.9,178000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",137113,tt1631867,en,Edge of Tomorrow,370541256.0
Kevin Reynolds,Rick Aviles,88246220.0,Action|Adventure|Sci-Fi|Thriller,Jeanne Tripplehorn,Waterworld,175000000.0,6.1,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",9804,tt0114898,en,Waterworld,264218220.0
Stephen Sommers,Dennis Quaid,150167630.0,Action|Adventure|Sci-Fi|Thriller,Joseph Gordon-Levitt,G.I. Joe: The Rise of Cobra,175000000.0,5.8,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",14869,tt1046173,en,G.I. Joe: The Rise of Cobra,302469017.0
Pete Docter,Mindy Kaling,356454367.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,Amy Poehler,Inside Out,175000000.0,8.3,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",70877,tt1640486,en,Inside Out,0.0
Pete Docter,Mindy Kaling,356454367.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,Amy Poehler,Inside Out,175000000.0,8.3,175000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",150540,tt2096673,en,Inside Out,857611174.0
Pete Docter,Mindy Kaling,356454367.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,Amy Poehler,Inside Out,175000000.0,8.3,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",51938,tt0386534,en,Inside Out,0.0
Jon Favreau,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,175000000.0,7.8,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10714,tt0110213,en,The Jungle Book,0.0
Jon Favreau,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,175000000.0,7.8,4000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",9325,tt0061852,en,The Jungle Book,205843612.0
Jon Favreau,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,175000000.0,7.8,175000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",278927,tt3040964,en,The Jungle Book,966550600.0
Jon Favreau,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,175000000.0,7.8,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10714,tt0110213,en,The Jungle Book,0.0
Jon Favreau,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,175000000.0,7.8,4000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",9325,tt0061852,en,The Jungle Book,205843612.0
Jon Favreau,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,175000000.0,7.8,175000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",278927,tt3040964,en,The Jungle Book,966550600.0
Jon Favreau,Scarlett Johansson,312057433.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Iron Man 2,200000000.0,7.0,200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10138,tt1228705,en,Iron Man 2,623933331.0
Rupert Sanders,Kristen Stewart,155111815.0,Action|Adventure|Drama|Fantasy,Chris Hemsworth,Snow White and the Huntsman,170000000.0,6.1,170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",58595,tt1735898,en,Snow White and the Huntsman,396600000.0
Robert Stromberg,Sharlto Copley,241407328.0,Action|Adventure|Family|Fantasy|Romance,Angelina Jolie Pitt,Maleficent,180000000.0,7.0,180000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",102651,tt1587310,en,Maleficent,758539785.0
Matt Reeves,Judy Greer,208543795.0,Action|Adventure|Drama|Sci-Fi,Gary Oldman,Dawn of the Planet of the Apes,170000000.0,7.6,170000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",119450,tt2103281,en,Dawn of the Planet of the Apes,710644566.0
Roland Joffé,Alice Englert,,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers,,4.5,27000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",79698,tt1321869,en,The Lovers,0.0
Roland Joffé,Alice Englert,,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers,,4.5,0,"[{'id': 35, 'name': 'Comedy'}]",426253,tt5770620,en,The Lovers,214078.0
Roland Joffé,Alice Englert,,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers,,4.5,27000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",79698,tt1321869,en,The Lovers,0.0
Roland Joffé,Alice Englert,,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,The Lovers,,4.5,0,"[{'id': 35, 'name': 'Comedy'}]",426253,tt5770620,en,The Lovers,214078.0
Carl Rinsch,Cary-Hiroyuki Tagawa,38297305.0,Action|Adventure|Drama|Fantasy,Keanu Reeves,47 Ronin,175000000.0,6.3,175000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",64686,tt1335975,en,47 Ronin,150962475.0
Anthony Russo,Chris Evans,259746958.0,Action|Adventure|Sci-Fi,Scarlett Johansson,Captain America: The Winter Soldier,170000000.0,7.8,170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",100402,tt1843866,en,Captain America: The Winter Soldier,714766572.0
Mike Mitchell,Kathy Griffin,238371987.0,Adventure|Animation|Comedy|Family|Fantasy,Jon Hamm,Shrek Forever After,165000000.0,6.4,165000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10192,tt0892791,en,Shrek Forever After,752600867.0
Brad Bird,Chris Bauer,93417865.0,Action|Adventure|Family|Mystery|Sci-Fi,Judy Greer,Tomorrowland,190000000.0,6.5,190000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",158852,tt1964418,en,Tomorrowland,209154322.0
Don Hall,Daniel Henney,222487711.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Damon Wayans Jr.,Big Hero 6,165000000.0,7.9,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",177572,tt2245084,en,Big Hero 6,652105443.0
Rich Moore,Sarah Silverman,189412677.0,Adventure|Animation|Comedy|Family|Sci-Fi,Jack McBrayer,Wreck-It Ralph,165000000.0,7.8,165000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",82690,tt1772341,en,Wreck-It Ralph,471222889.0
Robert Zemeckis,Eddie Deezen,665426.0,Adventure|Animation|Family|Fantasy,Tom Hanks,The Polar Express,165000000.0,6.6,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5255,tt0338348,en,The Polar Express,305875730.0
Roland Emmerich,Sela Ward,102315545.0,Action|Adventure|Sci-Fi,Vivica A. Fox,Independence Day: Resurgence,165000000.0,5.5,165000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",47933,tt1628841,en,Independence Day: Resurgence,389681935.0
Dean DeBlois,America Ferrera,217387997.0,Adventure|Animation|Family|Fantasy,Gerard Butler,How to Train Your Dragon,165000000.0,8.2,165000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10191,tt0892769,en,How to Train Your Dragon,494878759.0
Jonathan Mostow,M.C. Gainey,150350192.0,Action|Sci-Fi,Nick Stahl,Terminator 3: Rise of the Machines,200000000.0,6.4,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",296,tt0181852,en,Terminator 3: Rise of the Machines,435000000.0
James Gunn,Vin Diesel,333130696.0,Action|Adventure|Sci-Fi,Bradley Cooper,Guardians of the Galaxy,170000000.0,8.1,170000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",118340,tt2015381,en,Guardians of the Galaxy,773328629.0
Christopher Nolan,Anne Hathaway,187991439.0,Adventure|Drama|Sci-Fi,Matthew McConaughey,Interstellar,165000000.0,8.6,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",157336,tt0816692,en,Interstellar,675120017.0
Christopher Nolan,Tom Hardy,292568851.0,Action|Adventure|Sci-Fi|Thriller,Leonardo DiCaprio,Inception,160000000.0,8.8,160000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",27205,tt1375666,en,Inception,825532764.0
Peter Jackson,Adam Brown,303001229.0,Adventure|Fantasy,Aidan Turner,The Hobbit: An Unexpected Journey,180000000.0,7.9,250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",49051,tt0903624,en,The Hobbit: An Unexpected Journey,1021103568.0
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7,38000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9799,tt0232500,en,The Fast and the Furious,207283925.0
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7,66000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20174,tt0046969,en,The Fast and the Furious,250000.0
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7,38000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9799,tt0232500,en,The Fast and the Furious,207283925.0
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7,66000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20174,tt0046969,en,The Fast and the Furious,250000.0
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7,38000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9799,tt0232500,en,The Fast and the Furious,207283925.0
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious,38000000.0,6.7,66000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20174,tt0046969,en,The Fast and the Furious,250000.0
