director_name,actor_2_name,gross,genres,actor_1_name,movie_title,budget,imdb_score
M. Night Shyamalan,Zoë Kravitz,60522097.0,Action|Adventure|Sci-Fi,Will Smith,After Earth ,130000000.0,4.9
Eric Leighton,D.B. Sweeney,137748063.0,Adventure|Animation|Family|Thriller,Alfre Woodard,Dinosaur ,127500000.0,6.5
Matt Birch,Dave Legeno,,Action|Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part II ,,7.5
Shawn Levy,Rami Malek,113733726.0,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Secret of the Tomb ,127000000.0,6.2
Tom McGrath,Brad Pitt,148337537.0,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,Megamind ,130000000.0,7.3
Chris Columbus,Fiona Shaw,317557891.0,Adventure|Family|Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone ,125000000.0,7.5
Robert Schwentke,Jeff Bridges,33592415.0,Action|Comedy|Fantasy,Ryan Reynolds,R.I.P.D. ,130000000.0,5.6
Hideaki Anno,Shin'ya Tsukamoto,,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,Godzilla Resurgence ,,8.2
Gore Verbinski,Orlando Bloom,305388685.0,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,140000000.0,8.1
Matt Birch,Toby Jones,,Fantasy,Rupert Grint,Harry Potter and the Deathly Hallows: Part I ,,6.4
Francis Lawrence,Philip Seymour Hoffman,337103873.0,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,125000000.0,6.7
Ron Howard,Seth Gabel,217536138.0,Mystery|Thriller,Tom Hanks,The Da Vinci Code ,125000000.0,6.6
Carlos Saldanha,Rachel Crow,131536019.0,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2 ,103000000.0,6.4
Bryan Singer,Bruce Davison,214948780.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men 2 ,110000000.0,7.5
Justin Lin,Vin Diesel,209805005.0,Action|Crime|Thriller,Paul Walker,Fast Five ,125000000.0,7.3
Guy Ritchie,Eddie Marsan,186830669.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,125000000.0,7.5
Louis Leterrier,Jason Flemyng,163192114.0,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,125000000.0,5.8
Paul Verhoeven,Rachel Ticotin,119412921.0,Action|Sci-Fi,Ronny Cox,Total Recall ,65000000.0,7.5
John McTiernan,Vladimir Kulich,32694788.0,Action|Adventure|History,Tony Curran,The 13th Warrior ,85000000.0,6.6
Tony Gilroy,Scott Glenn,113165635.0,Action|Adventure|Thriller,Jeremy Renner,The Bourne Legacy ,125000000.0,6.7
Joel Schumacher,Vivica A. Fox,107285004.0,Action,Michael Gough,Batman & Robin ,125000000.0,3.7
Ron Howard,T.J. Thyne,260031035.0,Comedy|Family|Fantasy,Clint Howard,How the Grinch Stole Christmas ,123000000.0,6.0
Roland Emmerich,Dennis Quaid,186739919.0,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,The Day After Tomorrow ,125000000.0,6.4
John Woo,Dougray Scott,215397307.0,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible II ,125000000.0,6.1
Wolfgang Petersen,Mary Elizabeth Mastrantonio,182618434.0,Action|Adventure|Drama|Thriller,Karen Allen,The Perfect Storm ,140000000.0,6.4
Tim Story,Ioan Gruffudd,131920333.0,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,130000000.0,5.6
Ang Lee,Rafe Spall,124976634.0,Adventure|Drama|Fantasy,Suraj Sharma,Life of Pi ,120000000.0,8.0
Mark Steven Johnson,Matt Long,115802596.0,Action|Fantasy|Thriller,Nicolas Cage,Ghost Rider ,110000000.0,5.2
Paul Greengrass,Riz Ahmed,108521835.0,Action|Thriller,Matt Damon,Jason Bourne ,120000000.0,7.1
McG,Bernie Mac,100685880.0,Action|Adventure|Comedy|Crime,Demi Moore,Charlie's Angels: Full Throttle ,120000000.0,4.8
Ridley Scott,Charlize Theron,126464904.0,Adventure|Mystery|Sci-Fi,Michael Fassbender,Prometheus ,130000000.0,7.0
Rob Minkoff,Brad Garrett,64736114.0,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,Stuart Little 2 ,120000000.0,5.4
Neill Blomkamp,Sharlto Copley,93050117.0,Action|Drama|Sci-Fi|Thriller,Matt Damon,Elysium ,115000000.0,6.6
David Twohy,Alexa Davalos,57637485.0,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,The Chronicles of Riddick ,105000000.0,6.7
José Padilha,Abbie Cornish,58607007.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,RoboCop ,100000000.0,6.2
Lana Wachowski,Kick Gurry,43929341.0,Action|Family|Sport,Scott Porter,Speed Racer ,120000000.0,6.1
James L. Brooks,Domenick Lombardozzi,30212620.0,Comedy|Drama|Romance,Shelley Conn,How Do You Know ,120000000.0,5.3
James Mangold,Marc Blucas,76418654.0,Action|Comedy|Romance,Tom Cruise,Knight and Day ,117000000.0,6.3
Joseph Kosinski,Tom Cruise,89021735.0,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Oblivion ,120000000.0,7.0
George Lucas,Christopher Lee,380262555.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,113000000.0,7.6
George Lucas,Christopher Lee,310675583.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the Clones ,115000000.0,6.7
Pete Docter,John Ratzenberger,289907418.0,Adventure|Animation|Comedy|Family|Fantasy,Steve Buscemi,"Monsters, Inc. ",115000000.0,8.1
James Mangold,Tao Okamoto,132550960.0,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,The Wolverine ,120000000.0,6.7
George Lucas,Liam Neeson,474544677.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,115000000.0,6.5
Kirk De Micco,Emma Stone,187165546.0,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,The Croods ,135000000.0,7.3
Frédéric Forestier,Santiago Segura,,Adventure|Comedy|Family|Fantasy,Alain Delon,Asterix at the Olympic Games ,78000000.0,5.1
John Woo,Roger Willie,40911830.0,Action|Drama|War,Nicolas Cage,Windtalkers ,115000000.0,6.0
Cedric Nicolas-Troyan,Sam Claflin,47952020.0,Action|Adventure|Drama|Fantasy,Chris Hemsworth,The Huntsman: Winter's War ,115000000.0,6.1
Jonathan Liebesman,Danny Woodburn,190871240.0,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Teenage Mutant Ninja Turtles ,125000000.0,5.9
Alfonso Cuarón,Basher Savage,274084951.0,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,Gravity ,100000000.0,7.8
Roger Donaldson,Grant Heslov,67155742.0,Action|Adventure|Thriller,Jamie Renée Smith,Dante's Peak ,116000000.0,5.8
Dave Green,Noel Fisher,81638674.0,Action|Adventure|Comedy|Sci-Fi,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,135000000.0,6.3
Josh Trank,Reg E. Cathey,56114221.0,Action|Adventure|Sci-Fi,Tim Blake Nelson,Fantastic Four ,120000000.0,4.3
Shawn Levy,Rami Malek,250863268.0,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum ,110000000.0,6.4
Brad Peyton,Ioan Gruffudd,155181732.0,Action|Adventure|Drama|Thriller,Dwayne Johnson,San Andreas ,110000000.0,6.1
Roger Spottiswoode,Colin Salmon,125332007.0,Action|Adventure|Thriller,Vincent Schiavelli,Tomorrow Never Dies ,110000000.0,6.5
Roland Emmerich,Adam Baldwin,113330342.0,Action|Drama|History|War,Heath Ledger,The Patriot ,110000000.0,7.1
Steven Soderbergh,Julia Roberts,125531634.0,Crime|Thriller,Brad Pitt,Ocean's Twelve ,110000000.0,6.4
Doug Liman,Angelina Jolie Pitt,186336103.0,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,Mr. & Mrs. Smith ,120000000.0,6.5
Robert Schwentke,Theo James,129995817.0,Adventure|Sci-Fi|Thriller,Kate Winslet,Insurgent ,110000000.0,6.3
Martin Scorsese,Adam Scott,102608827.0,Biography|Drama,Leonardo DiCaprio,The Aviator ,110000000.0,7.5
Rob Letterman,Catherine Tate,42776259.0,Adventure|Comedy|Family|Fantasy,James Corden,Gulliver's Travels ,112000000.0,4.9
Michel Gondry,Tom Wilkinson,98780042.0,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,The Green Hornet ,120000000.0,5.8
,Dirk Benedict,,Action|Adventure|Crime,George Peppard,The A-Team             ,,7.6
Noam Murro,Sullivan Stapleton,106369117.0,Action|Drama|Fantasy|War,Eva Green,300: Rise of an Empire ,110000000.0,6.2
Raja Gosnell,Tim Gunn,142614158.0,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,The Smurfs ,110000000.0,5.5
Will Finn,Roseanne Barr,50026353.0,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the Range ,110000000.0,5.4
Robert Schwentke,Theo James,66002193.0,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Allegiant ,110000000.0,5.8
Shawn Levy,Torey Michael Adkins,85463309.0,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Real Steel ,110000000.0,7.1
Raja Gosnell,Nancy O'Dell,71017784.0,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,The Smurfs 2 ,105000000.0,5.4
Jan de Bont,Temuera Morrison,48068396.0,Action|Crime|Romance|Thriller,Jason Patric,Speed 2: Cruise Control ,160000000.0,3.7
Gavin Hood,Moises Arias,61656849.0,Action|Sci-Fi,Harrison Ford,Ender's Game ,110000000.0,6.7
Len Wiseman,Jonathan Sadowski,134520804.0,Action|Adventure|Thriller,Bruce Willis,Live Free or Die Hard ,110000000.0,7.2
Peter Jackson,Orlando Bloom,313837577.0,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Fellowship of the Ring ,93000000.0,8.8
Frank Coraci,Steve Coogan,24004159.0,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 Days ,110000000.0,5.8
Michael Mann,Jada Pinkett Smith,58183966.0,Biography|Drama|Sport,Will Smith,Ali ,107000000.0,6.8
Bo Welch,Kelly Preston,100446895.0,Adventure|Comedy|Family|Fantasy,Sean Hayes,The Cat in the Hat ,109000000.0,3.8
Alex Proyas,Bruce Greenwood,144795350.0,Action|Mystery|Sci-Fi|Thriller,Will Smith,"I, Robot ",120000000.0,7.1
Ridley Scott,Orlando Bloom,47396698.0,Action|Adventure|Drama|History|War,Liam Neeson,Kingdom of Heaven ,130000000.0,7.2
Rob Minkoff,Nathan Lane,140015224.0,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,Stuart Little ,133000000.0,5.9
Ron Clements,Jenifer Lewis,104374107.0,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the Frog ,105000000.0,7.1
Ridley Scott,Donald Glover,228430993.0,Adventure|Drama|Sci-Fi,Matt Damon,The Martian ,108000000.0,8.1
Christopher Barnard,,,Comedy,Mathew Buck,"10,000 B.C.             ",,7.2
Michael Bay,Steve Buscemi,35799026.0,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The Island ,126000000.0,6.9
Peter Chelsom,Warren Beatty,6712451.0,Comedy|Romance,Del Zamora,Town & Country ,90000000.0,4.4
Dominic Sena,Angelina Jolie Pitt,101643008.0,Action|Crime|Thriller,Nicolas Cage,Gone in Sixty Seconds ,90000000.0,6.5
Ridley Scott,Connie Nielsen,187670866.0,Action|Drama|Romance,Djimon Hounsou,Gladiator ,103000000.0,8.5
Steven Spielberg,Frank Grillo,132014112.0,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Minority Report ,102000000.0,7.7
Chris Columbus,Rupert Grint,261970615.0,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Chamber of Secrets ,100000000.0,7.4
Martin Campbell,Tobias Menzies,167007184.0,Action|Adventure|Thriller,Eva Green,Casino Royale ,150000000.0,8.0
Tim Burton,Estella Warren,180011740.0,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the Apes ,100000000.0,5.7
James Cameron,Jenette Goldstein,204843350.0,Action|Sci-Fi,Joe Morton,Terminator 2: Judgment Day ,102000000.0,8.5
Michael Mann,Christian Bale,97030725.0,Biography|Crime|Drama|History|Romance,Johnny Depp,Public Enemies ,100000000.0,7.0
Ridley Scott,Ruby Dee,130127620.0,Biography|Crime|Drama,Denzel Washington,American Gangster ,100000000.0,7.8
James Cameron,Tia Carrere,146282411.0,Action|Comedy|Thriller,Jamie Lee Curtis,True Lies ,115000000.0,7.2
Tony Scott,Ramon Rodriguez,65452312.0,Action|Crime|Thriller,Denzel Washington,The Taking of Pelham 1 2 3 ,100000000.0,6.4
Paul Weitz,Blythe Danner,148383780.0,Comedy|Romance,Robert De Niro,Little Fockers ,100000000.0,5.5
Adam McKay,Will Ferrell,119219978.0,Action|Comedy|Crime,Dwayne Johnson,The Other Guys ,100000000.0,6.7
Chuck Russell,James Coburn,101228120.0,Action|Drama|Mystery|Thriller,Vanessa Williams,Eraser ,100000000.0,6.1
Quentin Tarantino,Christoph Waltz,162804648.0,Drama|Western,Leonardo DiCaprio,Django Unchained ,100000000.0,8.5
Gary Trousdale,Jason Alexander,100117603.0,Animation|Drama|Family|Musical|Romance,Demi Moore,The Hunchback of Notre Dame ,100000000.0,6.9
Mark Dindal,Wendie Malick,89296573.0,Adventure|Animation|Comedy|Family|Fantasy,Eartha Kitt,The Emperor's New Groove ,100000000.0,7.3
Simon West,Sylvester Stallone,85017401.0,Action|Adventure|Thriller,Jason Statham,The Expendables 2 ,92000000.0,6.7
Jon Turteltaub,Armando Riesco,173005002.0,Action|Adventure|Comedy|Family|Mystery,Nicolas Cage,National Treasure ,100000000.0,6.9
Stefen Fangmeier,Ed Speleers,75030163.0,Action|Adventure|Family|Fantasy,Djimon Hounsou,Eragon ,100000000.0,5.1
Spike Jonze,Ryan Corr,77222184.0,Adventure|Drama|Family|Fantasy,Catherine O'Hara,Where the Wild Things Are ,100000000.0,6.8
Joe Wright,Cara Delevingne,34964818.0,Adventure|Family|Fantasy,Hugh Jackman,Pan ,150000000.0,5.8
Chris Wedge,Emma Kenney,107515297.0,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Epic ,100000000.0,6.7
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,67631157.0,Action|Romance|Thriller,Johnny Depp,The Tourist ,100000000.0,6.0
Peter Hyams,Mark Margolis,66862068.0,Action|Fantasy|Horror|Mystery,CCH Pounder,End of Days ,83000000.0,5.7
Edward Zwick,Djimon Hounsou,57366262.0,Adventure|Drama|Thriller,Leonardo DiCaprio,Blood Diamond ,100000000.0,8.0
Martin Scorsese,Matthew McConaughey,116866727.0,Biography|Comedy|Crime|Drama,Leonardo DiCaprio,The Wolf of Wall Street ,100000000.0,8.2
Joel Schumacher,Rene Auberjonois,184031112.0,Action|Adventure|Fantasy,Michael Gough,Batman Forever ,100000000.0,5.4
Paul Verhoeven,Patrick Muldoon,54700065.0,Action|Sci-Fi|War,Jake Busey,Starship Troopers ,105000000.0,7.2
Tom Tykwer,Jim Sturgess,27098580.0,Drama|Sci-Fi,Tom Hanks,Cloud Atlas ,102000000.0,7.5
Zack Snyder,Richard Roxburgh,55673333.0,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,80000000.0,7.0
Pitof,Christopher Heyerdahl,40198710.0,Action|Crime|Fantasy|Romance|Thriller,Frances Conroy,Catwoman ,100000000.0,3.3
Brett Ratner,Rufus Sewell,72660029.0,Action|Adventure,Dwayne Johnson,Hercules ,100000000.0,6.0
Ron Clements,Martin Short,38120554.0,Adventure|Animation|Family|Sci-Fi,Joseph Gordon-Levitt,Treasure Planet ,140000000.0,7.1
Brad Silberling,Anna Friel,49392095.0,Adventure|Comedy|Sci-Fi,Will Ferrell,Land of the Lost ,100000000.0,5.4
Patrick Hughes,Sylvester Stallone,39292022.0,Action|Adventure|Thriller,Jason Statham,The Expendables 3 ,90000000.0,6.1
Ericson Core,Edgar Ramírez,28772222.0,Action|Crime|Sport|Thriller,Ray Winstone,Point Break ,105000000.0,5.3
Lawrence Guterman,Traylor Howard,17010646.0,Comedy|Family|Fantasy,Jamie Kennedy,Son of the Mask ,84000000.0,2.2
Ron Howard,Benjamin Walker,24985612.0,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,In the Heart of the Sea ,100000000.0,7.0
Ron Underwood,Randy Quaid,4411102.0,Action|Comedy|Sci-Fi,Rosario Dawson,The Adventures of Pluto Nash ,100000000.0,3.8
Paul Greengrass,Sean Huze,35024475.0,Action|Drama|Thriller|War,Matt Damon,Green Zone ,100000000.0,6.9
Steve Martino,Venus Schultheis,130174897.0,Adventure|Animation|Comedy|Family,Francesca Capaldi,The Peanuts Movie ,99000000.0,7.2
David Mamet,Felicity Huffman,10200000.0,Drama|Mystery|Thriller,Ben Gazzara,The Spanish Prisoner ,10000000.0,7.3
Stephen Sommers,Brendan Fraser,202007640.0,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Mummy Returns ,98000000.0,6.3
Martin Scorsese,Liam Neeson,77679638.0,Crime|Drama,Leonardo DiCaprio,Gangs of New York ,100000000.0,7.5
Yimou Zhang,Ni Ni,9213.0,Drama|History|Romance|War,Christian Bale,The Flowers of War ,94000000.0,7.6
Ash Brannon,Zooey Deschanel,58867694.0,Animation|Comedy|Family|Sport,Jeff Bridges,Surf's Up ,100000000.0,6.8
Frank Oz,Matthew Broderick,59475623.0,Comedy|Sci-Fi|Thriller,Jon Lovitz,The Stepford Wives ,90000000.0,5.2
Ridley Scott,Sam Shepard,108638745.0,Drama|History|War,Ioan Gruffudd,Black Hawk Down ,92000000.0,7.7
Jay Roach,Thomas Middleditch,86897182.0,Comedy,Will Ferrell,The Campaign ,95000000.0,6.2
Luc Besson,Bruce Willis,63540020.0,Action|Adventure|Sci-Fi,Milla Jovovich,The Fifth Element ,93000000.0,7.7
Michael Patrick King,Liza Minnelli,95328937.0,Comedy|Drama|Romance,Chris Noth,Sex and the City 2 ,100000000.0,4.3
Bibo Bergeron,Rosie Perez,50802661.0,Adventure|Animation|Comedy|Family|Romance,Frank Welker,The Road to El Dorado ,95000000.0,6.9
Steve Martino,Josh Gad,161317423.0,Adventure|Animation|Comedy|Family,Peter Dinklage,Ice Age: Continental Drift ,95000000.0,6.6
Kenneth Branagh,Derek Jacobi,201148159.0,Drama|Family|Fantasy|Romance,Hayley Atwell,Cinderella ,95000000.0,7.0
Peter Jackson,AJ Michalka,43982842.0,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,65000000.0,6.7
Andrew Stanton,Stephen Root,380838870.0,Adventure|Animation|Comedy|Family,Alexander Gould,Finding Nemo ,94000000.0,8.2
Peter Jackson,Billy Boyd,377019252.0,Action|Adventure|Drama|Fantasy,Orlando Bloom,The Lord of the Rings: The Return of the King ,94000000.0,8.9
Peter Jackson,Orlando Bloom,340478898.0,Action|Adventure|Drama|Fantasy,Christopher Lee,The Lord of the Rings: The Two Towers ,94000000.0,8.7
Sergey Bodrov,Djimon Hounsou,17176900.0,Action|Adventure|Fantasy,Jeff Bridges,Seventh Son ,95000000.0,5.5
Simon West,Noah Taylor,131144183.0,Action|Adventure|Fantasy|Thriller,Angelina Jolie Pitt,Lara Croft: Tomb Raider ,115000000.0,5.7
Wally Pfister,Morgan Freeman,23014504.0,Drama|Mystery|Romance|Sci-Fi|Thriller,Johnny Depp,Transcendence ,100000000.0,6.3
Joe Johnston,Trevor Morgan,181166115.0,Action|Adventure|Sci-Fi|Thriller,Michael Jeter,Jurassic Park III ,93000000.0,5.9
Rupert Wyatt,David Oyelowo,176740650.0,Action|Drama|Sci-Fi|Thriller,James Franco,Rise of the Planet of the Apes ,93000000.0,7.6
Mark Waters,Tod Fennell,71148699.0,Adventure|Family|Fantasy,Martin Short,The Spiderwick Chronicles ,90000000.0,6.6
John Moore,Cole Hauser,67344392.0,Action|Thriller,Bruce Willis,A Good Day to Die Hard ,92000000.0,5.3
John Lee Hancock,Marc Blucas,22406362.0,Drama|History|War|Western,Dennis Quaid,The Alamo ,107000000.0,6.0
Brad Bird,Craig T. Nelson,261437578.0,Action|Adventure|Animation|Family,Holly Hunter,The Incredibles ,92000000.0,8.0
Renny Harlin,Frank Langella,11000000.0,Action|Adventure|Comedy,Christopher Masterson,Cutthroat Island ,98000000.0,5.6
Chris Columbus,Rosario Dawson,88761720.0,Adventure|Family|Fantasy,Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief ,95000000.0,5.9
Barry Sonnenfeld,Rip Torn,250147615.0,Adventure|Comedy|Family|Mystery|Sci-Fi,Will Smith,Men in Black ,90000000.0,7.3
John Lasseter,John Ratzenberger,245823397.0,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2 ,90000000.0,7.9
Tony Scott,Rosario Dawson,81557479.0,Action|Thriller,Denzel Washington,Unstoppable ,100000000.0,6.8
Brett Ratner,John Lone,226138454.0,Action|Comedy|Crime|Thriller,Mei Melançon,Rush Hour 2 ,90000000.0,6.6
Robert Zemeckis,Amber Valletta,155370362.0,Drama|Fantasy|Horror|Mystery|Thriller,Harrison Ford,What Lies Beneath ,100000000.0,6.6
Phil Lord,Bobb'e J. Thompson,124870275.0,Animation|Comedy|Family|Sci-Fi,Will Forte,Cloudy with a Chance of Meatballs ,100000000.0,7.0
Carlos Saldanha,Maile Flanagan,196573705.0,Action|Adventure|Animation|Comedy|Family,Denis Leary,Ice Age: Dawn of the Dinosaurs ,90000000.0,7.0
Ben Stiller,Adrian Martinez,58229120.0,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,The Secret Life of Walter Mitty ,90000000.0,7.3
McG,LL Cool J,125305545.0,Action|Adventure|Comedy|Crime|Thriller,Bill Murray,Charlie's Angels ,92000000.0,5.5
Martin Scorsese,Matt Damon,132373442.0,Crime|Drama|Thriller,Leonardo DiCaprio,The Departed ,90000000.0,8.5
Tony Bancroft,Harvey Fierstein,120618403.0,Adventure|Animation|Family|Fantasy|Musical|War,Ming-Na Wen,Mulan ,90000000.0,7.5
Ben Stiller,Steve Coogan,110416702.0,Action|Comedy,Robert Downey Jr.,Tropic Thunder ,92000000.0,7.0
David Fincher,Goran Visnjic,102515793.0,Crime|Drama|Mystery|Thriller,Robin Wright,The Girl with the Dragon Tattoo ,90000000.0,7.8
John McTiernan,Aldis Hodge,100012500.0,Action|Adventure|Thriller,Bruce Willis,Die Hard with a Vengeance ,90000000.0,7.6
Guy Ritchie,Eddie Marsan,209019489.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes ,90000000.0,7.6
Timur Bekmambetov,Ayelet Zurer,,Adventure|Drama|History,Morgan Freeman,Ben-Hur ,,6.1
Gary Trousdale,Jim Varney,84037039.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Leonard Nimoy,Atlantis: The Lost Empire ,120000000.0,6.8
Walt Becker,Joshua Mikel,85884815.0,Adventure|Animation|Comedy|Family|Fantasy|Music,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,90000000.0,5.0
Bryan Singer,Tom Wilkinson,83077470.0,Drama|History|Thriller|War,Tom Cruise,Valkyrie ,75000000.0,7.1
Dennis Dugan,Sayed Badreya,100018837.0,Action|Comedy,Adam Sandler,You Don't Mess with the Zohan ,90000000.0,5.5
Chris Columbus,Adam Sandler,78747585.0,Action|Animation|Comedy|Sci-Fi,Peter Dinklage,Pixels ,88000000.0,5.6
Steven Spielberg,William Hurt,78616689.0,Adventure|Drama|Sci-Fi,Haley Joel Osment,A.I. Artificial Intelligence ,100000000.0,7.1
Rob Minkoff,Rachael Harris,75817994.0,Comedy|Family|Fantasy|Horror|Mystery,Marsha Thomason,The Haunted Mansion ,90000000.0,4.9
Robert Zemeckis,Tom Skerritt,100853835.0,Drama|Mystery|Sci-Fi|Thriller,Matthew McConaughey,Contact ,90000000.0,7.4
