name,genre,score,director,actor_2_name,gross,actor_1_name,budget
Tango & Cash,Action,6.4,Andrey Konchalovskiy,Jack Palance,63408614.0,Sylvester Stallone,55000000.0
Born on the Fourth of July,Biography,7.2,Oliver Stone,Tom Berenger,70001698.0,Tom Cruise,14000000.0
Glory,Biography,7.8,Edward Zwick,Morgan Freeman,26830000.0,Denzel Washington,18000000.0
Warlock,Action,6.2,Steve Miner,Richard E. Grant,9094451.0,Julian Sands,7000000.0
UHF,Comedy,7.0,Jay Levey,Gedde Watanabe,6157157.0,Fran Drescher,5000000.0
Star Trek V: The Final Frontier,Action,5.5,William Shatner,Nichelle Nichols,55210049.0,Leonard Nimoy,27800000.0
Black Rain,Action,6.6,Ridley Scott,Ken Takakura,45645204.0,Stephen Root,30000000.0
Troop Beverly Hills,Adventure,5.8,Jeff Kanew,Shelley Long,8508843.0,Craig T. Nelson,18000000.0
Driving Miss Daisy,Drama,7.4,Bruce Beresford,Jessica Tandy,106593296.0,Morgan Freeman,7500000.0
A Nightmare on Elm Street 5: The Dream Child,Fantasy,5.1,Stephen Hopkins,Kelly Jo Minter,22168359.0,Lisa Wilcox,8000000.0
Sea of Love,Crime,6.8,Harold Becker,Michael O'Neill,58571513.0,Al Pacino,19000000.0
Henry V,Action,7.5,Kenneth Branagh,Derek Jacobi,10161099.0,Brian Blessed,9000000.0
Friday the 13th Part VIII: Jason Takes Manhattan,Adventure,4.6,Rob Hedden,Peter Mark Richman,14343976.0,Kane Hodder,5000000.0
New York Stories,Comedy,6.4,Woody Allen,Larry David,10763469.0,Woody Allen,15000000.0
We're No Angels,Comedy,6.1,Neil Jordan,Demi Moore,10555348.0,Robert De Niro,20000000.0
The Blood of Heroes,Action,6.5,David Webb Peoples,Joan Chen,882290.0,Delroy Lindo,10000000.0
Out Cold,Comedy,5.5,Malcolm Mowbray,Jason London,13903262.0,Lee Majors,11000000.0
Out Cold,Comedy,6.3,Brendan Malloy,Jason London,13903262.0,Lee Majors,11000000.0
The Phantom of the Opera,Drama,5.5,Dwight H. Little,Minnie Driver,51225796.0,Gerard Butler,70000000.0
The Phantom of the Opera,Drama,7.2,Joel Schumacher,Minnie Driver,51225796.0,Gerard Butler,70000000.0
The Toxic Avenger Part II,Action,5.1,Michael Herz,Jessica Dublin,792966.0,Phoebe Legere,2300000.0
Goodfellas,Biography,8.7,Martin Scorsese,Mike Starr,46836394.0,Robert De Niro,25000000.0
The Godfather: Part III,Crime,7.6,Francis Ford Coppola,Joe Mantegna,66676062.0,Al Pacino,54000000.0
Total Recall,Action,7.5,Paul Verhoeven,Rachel Ticotin,119412921.0,Ronny Cox,65000000.0
Total Recall,Action,6.2,Len Wiseman,Rachel Ticotin,119412921.0,Ronny Cox,65000000.0
Pretty Woman,Comedy,7.0,Garry Marshall,Hector Elizondo,178406268.0,Julia Roberts,14000000.0
Home Alone,Comedy,7.6,Chris Columbus,Devin Ratray,285761243.0,Macaulay Culkin,18000000.0
Ghost,Drama,7.1,Jerry Zucker,Tony Goldwyn,217631306.0,Demi Moore,22000000.0
Dances with Wolves,Adventure,8.0,Kevin Costner,Michael Spears,184208848.0,Mary McDonnell,22000000.0
Tremors,Comedy,7.1,Ron Underwood,Ariana Richards,16667084.0,Reba McEntire,11000000.0
Die Hard 2,Action,7.1,Renny Harlin,John Amos,117541000.0,Bruce Willis,70000000.0
Kindergarten Cop,Action,6.2,Ivan Reitman,Cathy Moriarty,91457688.0,Richard Tyson,26000000.0
Teenage Mutant Ninja Turtles,Action,6.8,Steve Barron,Danny Woodburn,190871240.0,Noel Fisher,125000000.0
Teenage Mutant Ninja Turtles,Action,5.8,Jonathan Liebesman,Danny Woodburn,190871240.0,Noel Fisher,125000000.0
Edward Scissorhands,Drama,7.9,Tim Burton,Dianne Wiest,56362352.0,Johnny Depp,20000000.0
The Hunt for Red October,Action,7.6,John McTiernan,Jeffrey Jones,122012643.0,Scott Glenn,30000000.0
Dick Tracy,Action,6.1,Warren Beatty,Warren Beatty,103738726.0,Charlie Korsmo,100000000.0
Predator 2,Action,6.3,Stephen Hopkins,Robert Davi,30669413.0,Adam Baldwin,35000000.0
Back to the Future Part III,Adventure,7.4,Robert Zemeckis,Jeffrey Weissman,87666629.0,Lea Thompson,40000000.0
Arachnophobia,Comedy,6.4,Frank Marshall,Peter Jason,53133888.0,Julian Sands,31000000.0
Days of Thunder,Action,6.1,Tony Scott,Robert Duvall,82670733.0,Tom Cruise,60000000.0
Gremlins 2: The New Batch,Comedy,6.4,Joe Dante,Robert Picardo,41482207.0,Christopher Lee,50000000.0
Child's Play 2,Horror,5.9,John Lafia,Beth Grant,28501605.0,Jenny Agutter,13000000.0
Slacker,Comedy,7.1,Richard Linklater,Richard Linklater,1227508.0,Tommy Pallotta,23000.0
Flatliners,Drama,6.6,Joel Schumacher,Oliver Platt,61490000.0,Julia Roberts,26000000.0
Flatliners,Drama,5.2,Niels Arden Oplev,Oliver Platt,61490000.0,Julia Roberts,26000000.0
Quigley Down Under,Action,6.9,Simon Wincer,Tom Selleck,21413105.0,Alan Rickman,20000000.0
Hamlet,Drama,6.7,Franco Zeffirelli,Brian Blessed,4414535.0,Julie Christie,18000000.0
Hamlet,Drama,7.7,Kenneth Branagh,Brian Blessed,4414535.0,Julie Christie,18000000.0
Hamlet,Drama,6.0,Michael Almereyda,Brian Blessed,4414535.0,Julie Christie,18000000.0
The Adventures of Ford Fairlane,Action,6.4,Renny Harlin,Gilbert Gottfried,21413502.0,Lauren Holly,40000000.0
Mo' Better Blues,Drama,6.6,Spike Lee,Nicholas Turturro,16153600.0,Denzel Washington,10000000.0
The Rookie,Action,5.9,Clint Eastwood,Jay Hernandez,75597042.0,Dennis Quaid,20000000.0
The Rookie,Drama,6.9,John Lee Hancock,Jay Hernandez,75597042.0,Dennis Quaid,20000000.0
Metropolitan,Comedy,7.4,Whit Stillman,Taylor Nichols,2938208.0,Chris Eigeman,225000.0
Two Evil Eyes,Horror,6.1,Dario Argento,Adrienne Barbeau,349618.0,John Amos,9000000.0
Trust,Comedy,7.4,Hal Hartley,Jordan Trovillion,58214.0,Noah Emmerich,9500000.0
Trust,Crime,6.9,David Schwimmer,Jordan Trovillion,58214.0,Noah Emmerich,9500000.0
Everybody's Fine,Drama,7.7,Giuseppe Tornatore,James Frain,8855646.0,Robert De Niro,21000000.0
Everybody's Fine,Adventure,7.1,Kirk Jones,James Frain,8855646.0,Robert De Niro,21000000.0
Spaced Invaders,Adventure,5.3,Patrick Read Johnson,Royal Dano,15369573.0,Ariana Richards,3000000.0
Where the Heart Is,Comedy,6.0,John Boorman,James Frain,33771174.0,Natalie Portman,15000000.0
Where the Heart Is,Comedy,6.7,Matt Williams,James Frain,33771174.0,Natalie Portman,15000000.0
Terminator 2: Judgment Day,Action,8.5,James Cameron,Jenette Goldstein,204843350.0,Joe Morton,102000000.0
Point Break,Action,7.3,Kathryn Bigelow,Edgar Ramírez,28772222.0,Ray Winstone,105000000.0
Point Break,Action,5.3,Ericson Core,Edgar Ramírez,28772222.0,Ray Winstone,105000000.0
The Silence of the Lambs,Crime,8.6,Jonathan Demme,Scott Glenn,130727000.0,Anthony Hopkins,19000000.0
Hook,Adventure,6.8,Steven Spielberg,Julia Roberts,119654900.0,Robin Williams,70000000.0
Boyz n the Hood,Crime,7.8,John Singleton,Lloyd Avery II,57504069.0,John Cothran,6000000.0
Cape Fear,Crime,7.3,Martin Scorsese,Robert Mitchum,79100000.0,Robert De Niro,35000000.0
The Addams Family,Comedy,6.9,Barry Sonnenfeld,Raul Julia,113502246.0,Anjelica Huston,38000000.0
The Addams Family,Animation,5.8,Greg Tiernan,Raul Julia,113502246.0,Anjelica Huston,38000000.0
Y Tu Mamá También,Drama,7.6,Alfonso Cuarón,Daniel Giménez Cacho,13622333.0,Maribel Verdú,2000000.0
Robin Hood: Prince of Thieves,Action,6.9,Kevin Reynolds,Morgan Freeman,165500000.0,Alan Rickman,48000000.0
The Doors,Biography,7.2,Oliver Stone,Kevin Dillon,35183792.0,Michael Wincott,38000000.0
JFK,Drama,8.0,Oliver Stone,Jay O. Sanders,70405498.0,Sally Kirkland,40000000.0
My Girl,Comedy,6.9,Howard Zieff,Jamie Lee Curtis,59847242.0,Macaulay Culkin,16500000.0
Bill & Ted's Bogus Journey,Adventure,6.3,Peter Hewitt,George Carlin,38037513.0,Keanu Reeves,20000000.0
The Fisher King,Comedy,7.5,Terry Gilliam,David Hyde Pierce,41895491.0,Jeff Bridges,24000000.0
Return to the Blue Lagoon,Adventure,5.2,William A. Graham,Wayne Pygram,2807854.0,Milla Jovovich,11000000.0
Star Trek VI: The Undiscovered Country,Action,7.2,Nicholas Meyer,Kurtwood Smith,74888996.0,Leonard Nimoy,30000000.0
My Own Private Idaho,Drama,7.0,Gus Van Sant,Udo Kier,6401336.0,Keanu Reeves,2500000.0
Hudson Hawk,Action,5.8,Michael Lehmann,James Coburn,17218080.0,Bruce Willis,70000000.0
The Prince of Tides,Drama,6.7,Barbra Streisand,Blythe Danner,74787599.0,George Carlin,30000000.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action,6.0,Michael Pressman,Paige Turco,78656813.0,Kevin Nash,25000000.0
The Naked Gun 2½: The Smell of Fear,Comedy,6.9,David Zucker,Priscilla Presley,86930411.0,George Kennedy,23000000.0
Double Impact,Action,5.6,Sheldon Lettich,Alonna Shaw,30102717.0,Bolo Yeung,15000000.0
Freddy's Dead: The Final Nightmare,Fantasy,4.9,Rachel Talalay,Tom Arnold,34872293.0,Johnny Depp,8500000.0
Stone Cold,Action,6.0,Craig R. Baxley,Sam McMurray,9286314.0,Brian Bosworth,17000000.0
Showdown in Little Tokyo,Action,6.1,Mark L. Lester,Tia Carrere,2275557.0,Cary-Hiroyuki Tagawa,8000000.0
Harley Davidson and the Marlboro Man,Action,6.1,Simon Wincer,Tia Carrere,7434726.0,Vanessa Williams,23000000.0
Flight of the Intruder,Action,5.8,John Milius,Dann Florek,14587732.0,Rosanna Arquette,35000000.0
Rush,Action,6.8,Lili Fini Zanuck,Olivia Wilde,26903709.0,Chris Hemsworth,38000000.0
Rush,Action,8.1,Ron Howard,Olivia Wilde,26903709.0,Chris Hemsworth,38000000.0
White Fang,Adventure,6.7,Randal Kleiser,Klaus Maria Brandauer,34793160.0,Seymour Cassel,14000000.0
House Party 2,Comedy,5.3,George Jackson,Tisha Campbell-Martin,19281235.0,William Schallert,5000000.0
Beastmaster 2: Through the Portal of Time,Action,4.1,Sylvio Tabet,Kari Wuhrer,869325.0,Michael Berryman,6000000.0
The Unborn,Drama,4.6,Rodman Flender,Atticus Shaffer,42638165.0,Gary Oldman,16000000.0
The Unborn,Drama,4.8,David S. Goyer,Atticus Shaffer,42638165.0,Gary Oldman,16000000.0
Reservoir Dogs,Crime,8.3,Quentin Tarantino,Steve Buscemi,2812029.0,Quentin Tarantino,1200000.0
My Cousin Vinny,Comedy,7.6,Jonathan Lynn,Bruce McGill,52929168.0,Fred Gwynne,11000000.0
The Last of the Mohicans,Action,7.7,Michael Mann,Terry Kinney,72455275.0,Wes Studi,40000000.0
Unforgiven,Drama,8.2,Clint Eastwood,Morgan Freeman,101157447.0,Clint Eastwood,14400000.0
A Few Good Men,Drama,7.7,Rob Reiner,Demi Moore,141340178.0,Tom Cruise,40000000.0
A League of Their Own,Comedy,7.3,Penny Marshall,Lori Petty,107458785.0,Tom Hanks,40000000.0
The Bodyguard,Action,6.3,Mick Jackson,Mike Starr,121945720.0,Bill Cobbs,25000000.0
Batman Returns,Action,7.0,Tim Burton,Vincent Schiavelli,162831698.0,Michael Gough,80000000.0
The Mighty Ducks,Comedy,6.6,Stephen Herek,Shaun Weiss,50752337.0,Lane Smith,10000000.0
Aladdin,Animation,8.0,Ron Clements,Frank Welker,217350219.0,Robin Williams,28000000.0
Aladdin,Adventure,6.9,Guy Ritchie,Frank Welker,217350219.0,Robin Williams,28000000.0
Alien 3,Action,6.5,David Fincher,Holt McCallany,55473600.0,Charles S. Dutton,50000000.0
Death Becomes Her,Comedy,6.6,Robert Zemeckis,Meryl Streep,58422650.0,Bruce Willis,55000000.0
The Crying Game,Crime,7.3,Neil Jordan,Miranda Richardson,62549000.0,Jim Broadbent,2300000.0
Glengarry Glen Ross,Crime,7.7,James Foley,Al Pacino,10725228.0,Kevin Spacey,12500000.0
Wayne's World,Comedy,7.0,Penelope Spheeris,Lara Flynn Boyle,121697350.0,Tia Carrere,20000000.0
Army of Darkness,Comedy,7.5,Sam Raimi,Bridget Fonda,11501093.0,Patricia Tallman,13000000.0
Home Alone 2: Lost in New York,Adventure,6.8,Chris Columbus,Kieran Culkin,173585516.0,Macaulay Culkin,18000000.0
Malcolm X,Biography,7.7,Spike Lee,Delroy Lindo,48169908.0,Denzel Washington,33000000.0
Patriot Games,Action,6.9,Phillip Noyce,Polly Walker,83287363.0,Harrison Ford,45000000.0
The Lawnmower Man,Horror,5.4,Brett Leonard,Austin O'Brien,32101000.0,Jeff Fahey,10000000.0
Lethal Weapon 3,Action,6.7,Richard Donner,Nick Chinlund,144731527.0,Rene Russo,35000000.0
El Mariachi,Action,6.9,Robert Rodriguez,Peter Marquardt,2040920.0,Carlos Gallardo,7000.0
Hoffa,Biography,6.6,Danny DeVito,J.T. Walsh,24276500.0,Frank Whaley,35000000.0
Radio Flyer,Drama,7.0,Richard Donner,Thomas Ian Nicholas,4651977.0,Adam Baldwin,35000000.0
Raising Cain,Crime,6.1,Brian De Palma,Gabrielle Carteris,21370057.0,Steven Bauer,12000000.0
Gladiator,Action,6.5,Rowdy Herrington,Connie Nielsen,187670866.0,Djimon Hounsou,103000000.0
Gladiator,Action,8.5,Ridley Scott,Connie Nielsen,187670866.0,Djimon Hounsou,103000000.0
Split Second,Action,6.2,Tony Maylam,Alun Armstrong,5430822.0,Michael J. Pollard,7000000.0
Boomerang,Comedy,5.5,Reginald Hudlin,Eartha Kitt,70100000.0,John Witherspoon,40000000.0
Medicine Man,Adventure,6.0,John McTiernan,José Wilker,45500797.0,Lorraine Bracco,40000000.0
Fortress,Action,5.9,Stuart Gordon,Kurtwood Smith,6739141.0,Christopher Lambert,8000000.0
Memoirs of an Invisible Man,Comedy,6.0,John Carpenter,Michael McKean,14358033.0,Richard Epcar,40000000.0
Hero,Comedy,6.5,Stephen Frears,Tony Chiu Wai Leung,84961.0,Jet Li,31000000.0
Hero,Action,7.9,Yimou Zhang,Tony Chiu Wai Leung,84961.0,Jet Li,31000000.0
The Muppet Christmas Carol,Comedy,7.7,Brian Henson,Jerry Nelson,27281507.0,Steven Mackintosh,12000000.0
Light Sleeper,Crime,6.8,Paul Schrader,Jane Adams,1100000.0,Dana Delany,5000000.0
Tombstone,Action,7.8,George P. Cosmatos,Dana Delany,56505065.0,Michael Biehn,25000000.0
Jurassic Park,Action,8.1,Steven Spielberg,Ariana Richards,356784000.0,Wayne Knight,63000000.0
Dazed and Confused,Comedy,7.6,Richard Linklater,Adam Goldberg,7993039.0,Milla Jovovich,6900000.0
Schindler's List,Biography,8.9,Steven Spielberg,Embeth Davidtz,96067179.0,Liam Neeson,22000000.0
True Romance,Crime,7.9,Tony Scott,Gary Oldman,12281500.0,Brad Pitt,13000000.0
What's Eating Gilbert Grape,Drama,7.7,Lasse Hallström,Leonardo DiCaprio,9170214.0,Johnny Depp,11000000.0
Hocus Pocus,Comedy,6.9,Kenny Ortega,Omri Katz,39514713.0,Vinessa Shaw,28000000.0
Mrs. Doubtfire,Comedy,7.0,Chris Columbus,Mara Wilson,219200000.0,Robin Williams,25000000.0
The Fugitive,Action,7.8,Andrew Davis,Daniel Roebuck,183875760.0,Harrison Ford,44000000.0
The Pelican Brief,Crime,6.6,Alan J. Pakula,Julia Roberts,100768056.0,Denzel Washington,45000000.0
The Firm,Drama,6.8,Sydney Pollack,Holly Hunter,158348400.0,Tom Cruise,42000000.0
Last Action Hero,Action,6.4,John McTiernan,Tom Noonan,50016394.0,F. Murray Abraham,70000000.0
Groundhog Day,Comedy,8.0,Harold Ramis,Chris Elliott,70906973.0,Bill Murray,14600000.0
Philadelphia,Drama,7.7,Jonathan Demme,Tom Hanks,77324422.0,Denzel Washington,26000000.0
Super Mario Bros.,Adventure,4.1,Annabel Jankel,Fisher Stevens,20915465.0,Bob Hoskins,42000000.0
Cliffhanger,Action,6.4,Renny Harlin,Leon,84049211.0,Sylvester Stallone,70000000.0
The Piano,Drama,7.6,Jane Campion,Ian Mune,40158000.0,Holly Hunter,7000000.0
"Blood In, Blood Out",Crime,8.0,Taylor Hackford,Jesse Borrego,4496583.0,Delroy Lindo,35000000.0
Alive,Biography,7.1,Frank Marshall,Danny Nucci,36733909.0,Illeana Douglas,32000000.0
The Age of Innocence,Drama,7.2,Martin Scorsese,Geraldine Chaplin,32000000.0,Richard E. Grant,30000000.0
Menace II Society,Crime,7.5,Albert Hughes,Larenz Tate,27900000.0,Jada Pinkett Smith,3500000.0
Gettysburg,Drama,7.6,Ron Maxwell,William Morgan Sheppard,10769960.0,Tom Berenger,25000000.0
The Three Musketeers,Action,6.4,Stephen Herek,Logan Lerman,20315324.0,Milla Jovovich,75000000.0
The Three Musketeers,Action,5.7,Paul W.S. Anderson,Logan Lerman,20315324.0,Milla Jovovich,75000000.0
RoboCop 3,Action,4.1,Fred Dekker,Rip Torn,10696210.0,CCH Pounder,23500000.0
The Remains of the Day,Drama,7.8,James Ivory,Peter Vaughan,22954968.0,Anthony Hopkins,11500000.0
Cool Runnings,Adventure,7.0,Jon Turteltaub,Leon,68856263.0,Doug E. Doug,15000000.0
Much Ado About Nothing,Comedy,7.3,Kenneth Branagh,Denzel Washington,22551000.0,Keanu Reeves,8000000.0
Much Ado About Nothing,Comedy,7.1,Joss Whedon,Denzel Washington,22551000.0,Keanu Reeves,8000000.0
Loaded Weapon 1,Action,6.2,Gene Quintano,Lin Shaye,27979400.0,Jon Lovitz,8200000.0
Killing Zoe,Crime,6.5,Roger Avary,Salvator Xuereb,418953.0,Eric Stoltz,1500000.0
Romeo Is Bleeding,Crime,6.6,Peter Medak,Michael Wincott,3275585.0,Gary Oldman,11500000.0
Teenage Mutant Ninja Turtles III,Action,4.8,Stuart Gillard,John Aylward,42660000.0,Paige Turco,17000000.0
Airborne,Adventure,6.3,Rob Bowman,Jacob Vargas,2850263.0,Alanna Ubach,2600000.0
Poetic Justice,Drama,6.1,John Singleton,Khandi Alexander,27515786.0,Janet Jackson,14000000.0
Ruby in Paradise,Drama,7.0,Victor Nunez,Todd Field,1001437.0,Allison Dean,800000.0
Shadowlands,Biography,7.3,Richard Attenborough,James Frain,25842000.0,Anthony Hopkins,22000000.0
Nowhere to Run,Action,5.7,Robert Harmon,Rosanna Arquette,22189039.0,Kieran Culkin,15000000.0
Les visiteurs,Comedy,7.1,Jean-Marie Poiré,Isabelle Nanty,700000.0,Christian Clavier,50000000.0
The Adventures of Huck Finn,Adventure,6.2,Stephen Sommers,Frances Conroy,24103594.0,Curtis Armstrong,6500000.0
Only the Strong,Action,6.6,Sheldon Lettich,Ryan Bollman,3273588.0,Antoni Corone,6000000.0
Warlock: The Armageddon,Action,5.4,Anthony Hickox,Zach Galligan,3902679.0,Julian Sands,3000000.0
Deadfall,Crime,4.0,Christopher Coppola,Olivia Wilde,65804.0,Charlie Hunnam,12000000.0
Deadfall,Crime,6.3,Stefan Ruzowitzky,Olivia Wilde,65804.0,Charlie Hunnam,12000000.0
Sugar Hill,Crime,5.9,Leon Ichaso,Clarence Williams III,18272447.0,Khandi Alexander,10000000.0
Madadayo,Drama,7.3,Akira Kurosawa,Tetsu Watanabe,48856.0,Tatsuo Matsumura,11900000.0
The Nutcracker,Family,5.9,Emile Ardolino,Kyra Nichols,2119994.0,Darci Kistler,19000000.0
The Shawshank Redemption,Drama,9.3,Frank Darabont,Jeffrey DeMunn,28341469.0,Morgan Freeman,25000000.0
Pulp Fiction,Crime,8.9,Quentin Tarantino,Eric Stoltz,107930000.0,Bruce Willis,8000000.0
Forrest Gump,Drama,8.8,Robert Zemeckis,Siobhan Fallon Hogan,329691196.0,Tom Hanks,55000000.0
True Lies,Action,7.2,James Cameron,Tia Carrere,146282411.0,Jamie Lee Curtis,115000000.0
The Lion King,Animation,8.5,Roger Allers,Nathan Lane,422783777.0,Matthew Broderick,45000000.0
The Lion King,Animation,6.9,Jon Favreau,Nathan Lane,422783777.0,Matthew Broderick,45000000.0
The Mask,Action,6.9,Chuck Russell,Amy Yasbeck,119938730.0,Peter Greene,18000000.0
Speed,Action,7.2,Jan de Bont,Alan Ruck,121248145.0,Keanu Reeves,25000000.0
Legends of the Fall,Drama,7.5,Edward Zwick,Brad Pitt,66528842.0,Anthony Hopkins,30000000.0
The Crow,Action,7.6,Alex Proyas,Bai Ling,50693162.0,Michael Wincott,23000000.0
Four Weddings and a Funeral,Comedy,7.1,Mike Newell,James Fleet,52700832.0,Kristin Scott Thomas,4500000.0
The Flintstones,Comedy,4.9,Brian Levant,Elizabeth Perkins,130512915.0,Jonathan Winters,45000000.0
Ace Ventura: Pet Detective,Comedy,6.9,Tom Shadyac,Udo Kier,72217000.0,Sean Young,12000000.0
Little Women,Drama,7.3,Gillian Armstrong,Kirsten Dunst,50003300.0,Christian Bale,15000000.0
Little Women,Drama,7.8,Greta Gerwig,Kirsten Dunst,50003300.0,Christian Bale,15000000.0
Street Fighter,Action,4.0,Steven E. de Souza,Raul Julia,33423521.0,Ming-Na Wen,35000000.0
Clear and Present Danger,Action,6.9,Phillip Noyce,Dean Jones,122012710.0,Harrison Ford,62000000.0
Heavenly Creatures,Biography,7.3,Peter Jackson,Jed Brophy,3049135.0,Kate Winslet,5000000.0
Clerks,Comedy,7.7,Kevin Smith,Brian O'Halloran,3151130.0,Jason Mewes,230000.0
Wyatt Earp,Adventure,6.7,Lawrence Kasdan,Catherine O'Hara,25052000.0,Dennis Quaid,63000000.0
Ed Wood,Biography,7.8,Tim Burton,Bill Murray,5887457.0,Johnny Depp,18000000.0
Star Trek: Generations,Action,6.6,David Carson,Alan Ruck,75668868.0,LeVar Burton,35000000.0
Disclosure,Drama,6.1,Barry Levinson,Dylan Baker,83000000.0,Demi Moore,55000000.0
Beverly Hills Cop III,Action,5.6,John Landis,Jon Tenney,42610000.0,Louis Lombardi,55000000.0
New Nightmare,Fantasy,6.5,Wes Craven,Heather Langenkamp,18090181.0,Miko Hughes,8000000.0
Baby's Day Out,Adventure,6.2,Patrick Read Johnson,Lara Flynn Boyle,16671505.0,Joe Mantegna,50000000.0
The River Wild,Adventure,6.4,Curtis Hanson,Glenn Morshower,46815748.0,Meryl Streep,45000000.0
The Client,Crime,6.7,Joel Schumacher,Anthony LaPaglia,92115211.0,Bradley Whitford,45000000.0
Wolf,Drama,6.2,Mike Nichols,Peter Gerety,65012000.0,David Hyde Pierce,70000000.0
The Jungle Book,Adventure,6.0,Stephen Sommers,Bill Murray,362645141.0,Scarlett Johansson,175000000.0
The Jungle Book,Adventure,7.4,Jon Favreau,Bill Murray,362645141.0,Scarlett Johansson,175000000.0
The Hudsucker Proxy,Comedy,7.2,Joel Coen,Bill Cobbs,2869369.0,Jennifer Jason Leigh,30000000.0
Timecop,Action,5.9,Peter Hyams,Bruce McGill,44450000.0,Mia Sara,27000000.0
The Santa Clause,Comedy,6.5,John Pasquin,Eric Lloyd,144833357.0,Judge Reinhold,22000000.0
The Specialist,Action,5.6,Luis Llosa,Rod Steiger,57362581.0,Sylvester Stallone,45000000.0
Serial Mom,Comedy,6.8,John Waters,Sam Waterston,7881335.0,Kathleen Turner,13000000.0
The Shadow,Action,6.1,Russell Mulcahy,Peter Boyle,32055248.0,Jonathan Winters,25000000.0
Don Juan DeMarco,Comedy,6.7,Jeremy Leven,Marlon Brando,22200000.0,Johnny Depp,25000000.0
Exotica,Drama,7.1,Atom Egoyan,Mia Kirshner,5132222.0,Bruce Greenwood,2000000.0
PCU,Comedy,6.6,Hart Bochner,Matt Ross,4350774.0,Jon Favreau,8000000.0
The Postman,Biography,7.7,Michael Radford,Brian Anthony Wilson,17593391.0,Olivia Williams,80000000.0
The Postman,Action,6.1,Kevin Costner,Brian Anthony Wilson,17593391.0,Olivia Williams,80000000.0
Police Academy: Mission to Moscow,Comedy,3.5,Alan Metter,Michael Winslow,126247.0,Christopher Lee,6200000.0
On Deadly Ground,Action,4.6,Steven Seagal,Joan Chen,38590500.0,Mike Starr,50000000.0
Bullets Over Broadway,Comedy,7.4,Woody Allen,Chazz Palminteri,13383737.0,Jim Broadbent,20000000.0
Crooklyn,Comedy,7.0,Spike Lee,Delroy Lindo,13640000.0,Alfre Woodard,14000000.0
The Legend of Drunken Master,Action,7.6,Chia-Liang Liu,Anita Mui,11546543.0,Andy Lau,2000000.0
Renaissance Man,Comedy,6.2,Penny Marshall,Cliff Robertson,24332324.0,Ed Begley Jr.,40000000.0
No Escape,Action,6.1,Martin Campbell,Claire Geare,27285953.0,Sterling Jerins,5000000.0
No Escape,Action,6.8,John Erick Dowdle,Claire Geare,27285953.0,Sterling Jerins,5000000.0
